csu_id,trap_id,year,week,trap_date,county,method,spp,total,test_code,cq,copies_WNV,seq,zone,lat,long
CSU21011,FC-039,2023,31,7/31/2023,LC,L,Tarsalis,50,1,21.40306,,0,SE,40.48081,-105.03934
CSU18672,FC-072,2022,34,8/22/2022,LC,L,Tarsalis,50,1,21.3457,,0,NE,40.56953,-105.07117
CSU21004,FC-074,2023,31,7/31/2023,LC,L,Tarsalis,50,1,21.3309,,0,SE,40.51432,-105.00249
CSU18685,FC-066,2022,34,8/22/2022,LC,L,Tarsalis,50,1,21.29435,,0,NE,40.55873,-105.02318
CSU18220,LV-089,2022,31,8/2/2022,LC,L,Tarsalis,50,1,21.19548,,0,LV,40.400251,-105.042395
CSU18903,LC-049,2022,35,8/31/2022,LC,L,Pipiens,2,1,21.19469,,0,BE,40.312995,-105.078728
CSU18165,LV-069,2022,31,8/1/2022,LC,L,Tarsalis,37,1,21.1923,,0,LV,40.428924,-105.058221
CSU21212,WC-055,2023,32,8/9/2023,LC,L,Tarsalis,50,1,21.148,,0,BE,40.28918345,-104.9915449
CSU21180,FC-093,2023,32,8/8/2023,LC,L,Tarsalis,8,1,20.98,,0,SW,40.53186,-105.08825
CSU18826,FC-089GR,2022,34,8/25/2022,LC,L,Pipiens,50,1,20.9524,,0,SW,40.53631,-105.10056
CSU21153,FC-036,2023,32,8/7/2023,LC,L,Tarsalis,36,1,20.889,,0,NW,40.600766,-105.079837
CSU18232,FC-064,2022,31,8/2/2022,LC,L,Tarsalis,42,1,20.8325,,0,SE,40.49868,-105.0298
CSU20859,LV-110,2023,30,7/25/2023,LC,L,Tarsalis,50,1,20.78486,,0,LV,40.400764,-105.122681
CSU18544,LV-089,2022,33,8/16/2022,LC,L,Tarsalis,50,1,20.78308,,0,LV,40.400251,-105.042395
CSU18801,FC-049,2022,34,8/24/2022,LC,L,Tarsalis,2,1,20.71136,,0,NW,40.57324,-105.13949
CSU20818,FC-067,2023,30,7/24/2023,LC,L,Tarsalis,29,1,20.66701,,0,NE,40.57881,-105.05592
CSU18258,FC-050,2022,31,8/2/2022,LC,L,Pipiens,50,1,20.54836,,0,SE,40.52954,-105.05033
CSU18627,FC-054,2022,33,8/18/2022,LC,L,Tarsalis,43,1,20.52998,,0,SE,40.49998,-105.0632
CSU21142,FC-038,2023,32,8/7/2023,LC,L,Tarsalis,28,1,20.508,,0,NE,40.59911,-105.00623
CSU18033,FC-072,2022,30,7/25/2022,LC,L,Tarsalis,22,1,20.5066,,0,NE,40.56953,-105.07117
CSU18837,FC-029,2022,35,8/29/2022,LC,L,Tarsalis,21,1,20.50419,,0,SE,40.51011,-105.06935
CSU21522,FC-093,2023,34,8/24/2023,LC,L,Tarsalis,20,1,20.48922,,0,SW,40.53186,-105.08825
CSU21113,FC-061,2023,31,8/2/2023,LC,L,Tarsalis,50,1,20.41101,,0,NW,40.5688,-105.09165
CSU21516,FC-037,2023,34,8/24/2023,LC,L,Pipiens,31,1,20.38312,,0,SW,40.51668,-105.09808
CSU18716,LV-104,2022,34,8/23/2022,LC,L,Tarsalis,40,1,20.37746,,0,LV,40.396854,-105.020915
CSU18285,LC-049,2022,31,8/3/2022,LC,L,Tarsalis,50,1,20.3337,,0,BE,40.312995,-105.078728
CSU21201,LV-020,2023,32,8/9/2023,LC,L,Tarsalis,50,1,20.277,,0,LV,40.373964,-105.11349
CSU21491,WC-055,2023,34,8/23/2023,LC,L,Tarsalis,25,1,20.24903,,0,BE,40.28918345,-104.9915449
CSU18460,FC-001,2022,32,8/11/2022,LC,L,Pipiens,46,1,20.23583,,0,SW,40.49087,-105.08257
CSU20862,LV-089,2023,30,7/25/2023,LC,L,Tarsalis,50,1,20.17837,,0,LV,40.400251,-105.042395
CSU17969,FC-041,2022,29,7/20/2022,LC,L,Tarsalis,25,1,20.1702,,0,NW,40.58794,-105.10486
CSU20921,FC-037,2023,30,7/26/2023,LC,L,Tarsalis,50,1,20.10335,,0,SW,40.51668,-105.09808
CSU19889,FC-039,2023,27,7/4/2023,LC,L,Tarsalis,50,1,20.03248,,0,SE,40.48081,-105.03934
CSU20933,LV-020,2023,30,7/26/2023,LC,L,Tarsalis,50,1,20.0271,,0,LV,40.373964,-105.11349
CSU20919,FC-057,2023,30,7/26/2023,LC,L,Tarsalis,35,1,20.00228,,0,SW,40.48439,-105.10524
CSU21438,FC-034,2023,34,8/22/2023,LC,L,Tarsalis,14,1,19.94239,,0,NE,40.62556,-105.05009
CSU21067,FC-067,2023,31,8/1/2023,LC,L,Tarsalis,12,1,19.94027,,0,NE,40.57881,-105.05592
CSU18765,FC-052,2022,34,8/24/2022,LC,L,Tarsalis,12,1,19.87563,,0,NW,40.56163,-105.08703
CSU18431,LC-049,2022,32,8/10/2022,LC,L,Tarsalis,50,1,19.81493,,0,BE,40.312995,-105.078728
CSU18819,FC-037,2022,34,8/25/2022,LC,L,Tarsalis,50,1,19.80302,,0,SW,40.51668,-105.09808
CSU18224,LV-110,2022,31,8/2/2022,LC,L,Tarsalis,47,1,19.78884,,0,LV,40.400764,-105.122681
CSU21418,FC-031,2023,34,8/21/2023,LC,L,Tarsalis,50,1,19.78537,,0,SE,40.50609,-105.03942
CSU18399,FC-074,2022,32,8/9/2022,LC,L,Tarsalis,31,1,19.77606,,0,SE,40.51432,-105.00249
CSU21485,LC-001,2023,34,8/23/2023,LC,L,Tarsalis,50,1,19.76885,,0,BE,40.302587,-105.084057
CSU17952,LV-020,2022,29,7/20/2022,LC,L,Tarsalis,50,1,19.75624,,0,LV,40.373964,-105.11349
CSU20929,FC-037,2023,30,7/26/2023,LC,L,Tarsalis,30,1,19.74207,,0,SW,40.51668,-105.09808
CSU18316,FC-037,2022,31,8/4/2022,LC,L,Tarsalis,50,1,19.73291,,0,SW,40.51668,-105.09808
CSU21194,FC-057,2023,32,8/8/2023,LC,L,Tarsalis,50,1,19.534,,0,SW,40.48439,-105.10524
CSU20708,FC-001,2023,29,7/20/2023,LC,L,Tarsalis,50,1,19.52,,0,SW,40.49087,-105.08257
CSU21144,FC-034,2023,32,8/7/2023,LC,L,Tarsalis,33,1,19.514,,0,NE,40.62556,-105.05009
CSU21391,FC-037,2023,33,8/17/2023,LC,L,Tarsalis,50,1,19.51296,,0,SW,40.51668,-105.09808
CSU18312,FC-093,2022,31,8/4/2022,LC,L,Pipiens,3,1,19.50853,,0,SW,40.53186,-105.08825
CSU21046,FC-031,2023,31,7/31/2023,LC,L,Tarsalis,50,1,19.47746,,0,SE,40.50609,-105.03942
CSU17724,FC-074,2022,28,7/12/2022,LC,L,Tarsalis,50,1,19.44936,,0,SE,40.51432,-105.00249
CSU20378,FC-006,2023,29,7/17/2023,LC,L,Tarsalis,50,1,19.39,,0,NE,40.592328,-105.066295
CSU18827,FC-089GR,2022,34,8/25/2022,LC,L,Pipiens,50,1,19.37218,,0,SW,40.53631,-105.10056
CSU21518,FC-071,2023,34,8/24/2023,LC,L,Tarsalis,7,1,19.33798,,0,SW,40.52733,-105.10821
CSU21393,FC-037,2023,33,8/17/2023,LC,L,Pipiens,50,1,19.30367,,0,SW,40.51668,-105.09808
CSU18680,FC-019,2022,34,8/22/2022,LC,L,Tarsalis,29,1,19.28935,,0,NE,40.565586,-105.05203
CSU19998,FC-054,2023,27,7/6/2023,LC,L,Tarsalis,50,1,19.27507,,0,SE,40.49998,-105.0632
CSU18240,FC-074,2022,31,8/2/2022,LC,L,Pipiens,14,1,19.25118,,0,SE,40.51432,-105.00249
CSU21586,FC-046,2023,35,8/29/2023,LC,L,Pipiens,2,1,19.19641,,0,SE,40.52983,-105.06484
CSU18904,FC-064,2022,35,8/31/2022,LC,L,Tarsalis,9,1,19.18129,,0,SE,40.49868,-105.0298
CSU18572,FC-023,2022,33,8/16/2022,LC,L,Pipiens,33,1,19.09677,,0,SE,40.54466,-105.0641
CSU18749,FC-004,2022,34,8/23/2022,LC,L,Tarsalis,50,1,19.0633,,0,SE,40.53486,-105.03733
CSU21290,FC-040,2023,33,8/14/2023,LC,L,Tarsalis,50,1,19.05441,,0,NE,40.60326,-105.06554
CSU20599,FC-031,2023,29,7/18/2023,LC,L,Tarsalis,50,1,19.03,,0,SE,40.50609,-105.03942
CSU18428,LC-054,2022,32,8/10/2022,LC,L,Pipiens,31,1,19.01106,,0,BE,40.343955,-105.102766
CSU21116,FC-052,2023,31,8/2/2023,LC,L,Tarsalis,17,1,18.98341,,0,NW,40.56163,-105.08703
CSU18835,LV-095,2022,35,8/29/2022,LC,L,Tarsalis,25,1,18.88342,,0,LV,40.444118,-105.022166
CSU20983,FC-061,2023,30,7/27/2023,LC,L,Tarsalis,50,1,18.85311,,0,NW,40.5688,-105.09165
CSU21198,LC-054,2023,32,8/9/2023,LC,L,Tarsalis,50,1,18.821,,0,BE,40.343955,-105.102766
CSU18885,FC-014,2022,35,8/30/2022,LC,L,Tarsalis,17,1,18.80254,,0,NE,40.56359,-105.006562
CSU21382,FC-071,2023,33,8/17/2023,LC,L,Tarsalis,11,1,18.78214,,0,SW,40.52733,-105.10821
CSU18949,FC-060,2022,35,9/1/2022,LC,L,Tarsalis,8,0,18.75229,,0,SW,40.5487,-105.12019
CSU21224,FC-053,2023,32,8/9/2023,LC,L,Tarsalis,26,1,18.616,,0,SE,40.49942,-105.01183
CSU18341,FC-040,2022,32,8/8/2022,LC,L,Tarsalis,50,1,18.55909,,0,NE,40.60326,-105.06554
CSU21111,FC-073,2023,31,8/2/2023,LC,L,Tarsalis,45,1,18.54733,,0,NW,40.58605,-105.08889
CSU21052,FC-031,2023,31,7/31/2023,LC,L,Tarsalis,50,1,18.41473,,0,SE,40.50609,-105.03942
CSU18664,FC-040,2022,34,8/22/2022,LC,L,Tarsalis,50,1,18.36365,,0,NE,40.60326,-105.06554
CSU18830,FC-089GR,2022,34,8/25/2022,LC,L,Pipiens,40,1,18.34174,,0,SW,40.53631,-105.10056
CSU21054,FC-031,2023,31,7/31/2023,LC,L,Pipiens,44,1,18.27794,,0,SE,40.50609,-105.03942
CSU21029,FC-004,2023,31,7/31/2023,LC,L,Tarsalis,50,1,18.13483,,0,SE,40.53486,-105.03733
CSU21129,FC-057,2023,31,8/3/2023,LC,L,Tarsalis,50,1,18.01202,,0,SW,40.48439,-105.10524
CSU20760,FC-037,2023,29,7/20/2023,LC,L,Tarsalis,50,1,17.78,,0,SW,40.51668,-105.09808
CSU18432,LC-049,2022,32,8/10/2022,LC,L,Tarsalis,50,1,17.76582,,0,BE,40.312995,-105.078728
CSU21009,FC-075,2023,31,7/31/2023,LC,L,Pipiens,20,1,17.69729,,0,SE,40.51138,-105.01987
CSU21009,FC-075,2023,31,7/31/2023,LC,L,Pipiens,20,0,17.69729,,0,SE,40.51138,-105.01987
CSU18920,FC-004,2022,35,8/31/2022,LC,L,Tarsalis,20,1,17.65887,,0,SE,40.53486,-105.03733
CSU18908,FC-053,2022,35,8/31/2022,LC,L,Tarsalis,17,1,17.45819,,0,SE,40.49942,-105.01183
CSU18386,FC-064,2022,32,8/9/2022,LC,L,Tarsalis,50,1,17.32069,,0,SE,40.49868,-105.0298
CSU18019,LV-095,2022,30,7/25/2022,LC,L,Tarsalis,26,1,17.3101,,0,LV,40.444118,-105.022166
CSU20332,FC-037,2023,28,7/13/2023,LC,L,Tarsalis,50,1,17.14758,,0,SW,40.51668,-105.09808
CSU21268,FC-073,2023,32,8/10/2023,LC,L,Tarsalis,4,1,16.956,,0,NW,40.58605,-105.08889
CSU21267,FC-073,2023,32,8/10/2023,LC,L,Tarsalis,50,1,16.951,,0,NW,40.58605,-105.08889
CSU18424,LC-054,2022,32,8/10/2022,LC,L,Tarsalis,50,1,16.89372,,0,BE,40.343955,-105.102766
CSU18417,LV-020,2022,32,8/10/2022,LC,L,Tarsalis,50,1,16.84743,,0,LV,40.373964,-105.11349
CSU18479,FC-037,2022,32,8/11/2022,LC,L,Tarsalis,50,1,16.82356,,0,SW,40.51668,-105.09808
CSU18421,LC-001,2022,32,8/10/2022,LC,L,Tarsalis,50,1,16.77549,,0,BE,40.302587,-105.084057
CSU21231,FC-074,2023,32,8/9/2023,LC,L,Tarsalis,42,1,16.59,,0,SE,40.51432,-105.00249
CSU21675,FC-057,2023,36,9/6/2023,LC,L,Pipiens,1,1,16.5632,,0,SW,40.48439,-105.10524
CSU20716,FC-029,2023,29,7/20/2023,LC,L,Tarsalis,50,1,14.13,,0,SE,40.51011,-105.06935
