csu_id,trap_id,year,week,trap_date,county,method,spp,total,test_code,cq,seq,zone,lat,long
CSU17956,LV-020,2022,29,7/20/2022,LC,L,Pipiens,15,0,55.55,0,LV,40.373964,-105.11349
CSU17957,FC-073,2022,29,7/20/2022,LC,L,Tarsalis,50,0,55.55,0,NW,40.58605,-105.08889
CSU17958,FC-073,2022,29,7/20/2022,LC,L,Tarsalis,12,0,55.55,0,NW,40.58605,-105.08889
CSU17959,FC-073,2022,29,7/20/2022,LC,L,Pipiens,7,0,55.55,0,NW,40.58605,-105.08889
CSU17960,LC-053,2022,29,7/20/2022,LC,L,Pipiens,6,0,55.55,0,BE,40.320553,-105.094569
CSU17961,LC-053,2022,29,7/20/2022,LC,L,Tarsalis,50,0,55.55,0,BE,40.320553,-105.094569
CSU17962,LC-053,2022,29,7/20/2022,LC,L,Tarsalis,37,0,55.55,0,BE,40.320553,-105.094569
CSU17966,FC-060,2022,29,7/20/2022,LC,L,Tarsalis,7,0,55.55,0,SW,40.5487,-105.12019
CSU17967,FC-041,2022,29,7/20/2022,LC,L,Tarsalis,50,0,55.55,0,NW,40.58794,-105.10486
CSU17968,FC-041,2022,29,7/20/2022,LC,L,Tarsalis,50,0,55.55,0,NW,40.58794,-105.10486
CSU17970,FC-041,2022,29,7/20/2022,LC,L,Pipiens,10,0,55.55,0,NW,40.58794,-105.10486
CSU17971,FC-063,2022,29,7/20/2022,LC,L,Tarsalis,24,0,55.55,0,NW,40.56568,-105.10485
CSU17974,FC-011,2022,29,7/20/2022,LC,L,Tarsalis,13,0,55.55,0,NW,40.56948,-105.13603
CSU17975,FC-011,2022,29,7/20/2022,LC,L,Pipiens,15,0,55.55,0,NW,40.56948,-105.13603
CSU17976,FC-058,2022,29,7/20/2022,LC,L,Tarsalis,2,0,55.55,0,SW,40.54884,-105.12533
CSU17977,FC-058,2022,29,7/20/2022,LC,L,Pipiens,1,0,55.55,0,SW,40.54884,-105.12533
CSU17978,FC-015,2022,29,7/20/2022,LC,L,Tarsalis,7,0,55.55,0,NW,40.5598,-105.12409
CSU17979,FC-015,2022,29,7/20/2022,LC,L,Pipiens,3,0,55.55,0,NW,40.5598,-105.12409
CSU17980,FC-049,2022,29,7/20/2022,LC,L,Pipiens,5,0,55.55,0,NW,40.57324,-105.13949
CSU17981,FC-049,2022,29,7/20/2022,LC,L,Tarsalis,50,0,55.55,0,NW,40.57324,-105.13949
CSU17982,FC-049,2022,29,7/20/2022,LC,L,Tarsalis,26,0,55.55,0,NW,40.57324,-105.13949
CSU17986,FC-054,2022,29,7/21/2022,LC,L,Tarsalis,50,1,22.35035,0,SE,40.49998,-105.0632
CSU17983,FC-001,2022,29,7/21/2022,LC,L,Tarsalis,50,0,55.55,0,SW,40.49087,-105.08257
CSU17984,FC-001,2022,29,7/21/2022,LC,L,Tarsalis,6,0,55.55,0,SW,40.49087,-105.08257
CSU17985,FC-001,2022,29,7/21/2022,LC,L,Pipiens,16,0,55.55,0,SW,40.49087,-105.08257
CSU17987,FC-054,2022,29,7/21/2022,LC,L,Tarsalis,1,0,55.55,0,SE,40.49998,-105.0632
CSU17988,FC-054,2022,29,7/21/2022,LC,L,Pipiens,1,0,55.55,0,SE,40.49998,-105.0632
CSU17989,FC-029,2022,29,7/21/2022,LC,L,Tarsalis,50,0,55.55,0,SE,40.51011,-105.06935
CSU17990,FC-029,2022,29,7/21/2022,LC,L,Tarsalis,50,0,55.55,0,SE,40.51011,-105.06935
CSU17991,FC-029,2022,29,7/21/2022,LC,L,Tarsalis,9,0,55.55,0,SE,40.51011,-105.06935
CSU17992,FC-029,2022,29,7/21/2022,LC,L,Pipiens,4,0,55.55,0,SE,40.51011,-105.06935
CSU17993,FC-068,2022,29,7/21/2022,LC,L,Tarsalis,26,0,55.55,0,SW,40.516,-105.08547
CSU17996,FC-062,2022,29,7/21/2022,LC,L,Tarsalis,9,0,55.55,0,SW,40.54278,-105.08741
CSU17997,FC-062,2022,29,7/21/2022,LC,L,Pipiens,5,0,55.55,0,SW,40.54278,-105.08741
CSU18000,FC-071,2022,29,7/21/2022,LC,L,Tarsalis,15,0,55.55,0,SW,40.52733,-105.10821
CSU18001,FC-071,2022,29,7/21/2022,LC,L,Pipiens,2,0,55.55,0,SW,40.52733,-105.10821
CSU18002,FC-057,2022,29,7/21/2022,LC,L,Tarsalis,8,0,55.55,0,SW,40.48439,-105.10524
CSU18003,FC-093,2022,29,7/21/2022,LC,L,Tarsalis,50,0,55.55,0,SW,40.53186,-105.08825
CSU18004,FC-093,2022,29,7/21/2022,LC,L,Tarsalis,42,0,55.55,0,SW,40.53186,-105.08825
CSU18005,FC-093,2022,29,7/21/2022,LC,L,Pipiens,3,0,55.55,0,SW,40.53186,-105.08825
CSU18006,FC-037,2022,29,7/21/2022,LC,L,Tarsalis,50,0,55.55,0,SW,40.51668,-105.09808
CSU18007,FC-037,2022,29,7/21/2022,LC,L,Tarsalis,50,0,55.55,0,SW,40.51668,-105.09808
CSU18008,FC-037,2022,29,7/21/2022,LC,L,Tarsalis,50,0,55.55,0,SW,40.51668,-105.09808
CSU18009,FC-037,2022,29,7/21/2022,LC,L,Tarsalis,50,0,55.55,0,SW,40.51668,-105.09808
CSU18010,FC-037,2022,29,7/21/2022,LC,L,Tarsalis,16,0,55.55,0,SW,40.51668,-105.09808
CSU18011,FC-037,2022,29,7/21/2022,LC,L,Pipiens,8,0,55.55,0,SW,40.51668,-105.09808
CSU18019,LV-095,2022,30,7/25/2022,LC,L,Tarsalis,26,1,17.3101,0,LV,40.444118,-105.022166
CSU18033,FC-072,2022,30,7/25/2022,LC,L,Tarsalis,22,1,20.5066,0,NE,40.56953,-105.07117
CSU18055,FC-014,2022,30,7/25/2022,LC,L,Pipiens,50,1,25.38768,0,NE,40.56359,-105.006562
CSU18050,FC-014,2022,30,7/25/2022,LC,L,Pipiens,50,0,38.6291,0,NE,40.56359,-105.006562
CSU18012,LV-069,2022,30,7/25/2022,LC,L,Tarsalis,17,0,55.55,0,LV,40.428924,-105.058221
CSU18013,LV-069,2022,30,7/25/2022,LC,L,Pipiens,1,0,55.55,0,LV,40.428924,-105.058221
CSU18014,FC-038,2022,30,7/25/2022,LC,L,Tarsalis,17,0,55.55,0,NE,40.59911,-105.00623
CSU18015,FC-038,2022,30,7/25/2022,LC,L,Pipiens,4,0,55.55,0,NE,40.59911,-105.00623
CSU18016,FC-069,2022,30,7/25/2022,LC,L,Tarsalis,18,0,55.55,0,NE,40.61438,-105.0527
CSU18017,FC-069,2022,30,7/25/2022,LC,L,Pipiens,4,0,55.55,0,NE,40.61438,-105.0527
CSU18018,LV-095,2022,30,7/25/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.444118,-105.022166
CSU18020,LV-095,2022,30,7/25/2022,LC,L,Pipiens,10,0,55.55,0,LV,40.444118,-105.022166
CSU18021,FC-034,2022,30,7/25/2022,LC,L,Tarsalis,50,0,55.55,0,NE,40.62556,-105.05009
CSU18022,FC-034,2022,30,7/25/2022,LC,L,Tarsalis,50,0,55.55,0,NE,40.62556,-105.05009
CSU18023,FC-034,2022,30,7/25/2022,LC,L,Tarsalis,19,0,55.55,0,NE,40.62556,-105.05009
CSU18024,FC-040,2022,30,7/25/2022,LC,L,Tarsalis,29,0,55.55,0,NE,40.60326,-105.06554
CSU18025,FC-040,2022,30,7/25/2022,LC,L,Pipiens,14,0,55.55,0,NE,40.60326,-105.06554
CSU18026,FC-036,2022,30,7/25/2022,LC,L,Tarsalis,9,0,55.55,0,NW,40.600766,-105.079837
CSU18027,FC-036,2022,30,7/25/2022,LC,L,Pipiens,4,0,55.55,0,NW,40.600766,-105.079837
CSU18029,FC-006,2022,30,7/25/2022,LC,L,Tarsalis,8,0,55.55,0,NE,40.592328,-105.066295
CSU18032,FC-072,2022,30,7/25/2022,LC,L,Tarsalis,50,0,55.55,0,NE,40.56953,-105.07117
CSU18034,FC-072,2022,30,7/25/2022,LC,L,Pipiens,9,0,55.55,0,NE,40.56953,-105.07117
CSU18036,FC-067,2022,30,7/25/2022,LC,L,Tarsalis,50,0,55.55,0,NE,40.57881,-105.05592
CSU18037,FC-067,2022,30,7/25/2022,LC,L,Tarsalis,26,0,55.55,0,NE,40.57881,-105.05592
CSU18038,FC-067,2022,30,7/25/2022,LC,L,Pipiens,10,0,55.55,0,NE,40.57881,-105.05592
CSU18039,FC-019,2022,30,7/25/2022,LC,L,Tarsalis,50,0,55.55,0,NE,40.565586,-105.05203
CSU18040,FC-019,2022,30,7/25/2022,LC,L,Tarsalis,10,0,55.55,0,NE,40.565586,-105.05203
CSU18041,FC-019,2022,30,7/25/2022,LC,L,Pipiens,21,0,55.55,0,NE,40.565586,-105.05203
CSU18043,FC-066,2022,30,7/25/2022,LC,L,Tarsalis,50,0,55.55,0,NE,40.55873,-105.02318
CSU18044,FC-066,2022,30,7/25/2022,LC,L,Tarsalis,6,0,55.55,0,NE,40.55873,-105.02318
CSU18045,FC-066,2022,30,7/25/2022,LC,L,Pipiens,50,0,55.55,0,NE,40.55873,-105.02318
CSU18046,FC-066,2022,30,7/25/2022,LC,L,Pipiens,50,0,55.55,0,NE,40.55873,-105.02318
CSU18047,FC-066,2022,30,7/25/2022,LC,L,Pipiens,50,0,55.55,0,NE,40.55873,-105.02318
CSU18048,FC-066,2022,30,7/25/2022,LC,L,Pipiens,21,0,55.55,0,NE,40.55873,-105.02318
CSU18049,FC-014,2022,30,7/25/2022,LC,L,Tarsalis,24,0,55.55,0,NE,40.56359,-105.006562
CSU18051,FC-014,2022,30,7/25/2022,LC,L,Pipiens,50,0,55.55,0,NE,40.56359,-105.006562
CSU18052,FC-014,2022,30,7/25/2022,LC,L,Pipiens,50,0,55.55,0,NE,40.56359,-105.006562
CSU18053,FC-014,2022,30,7/25/2022,LC,L,Pipiens,50,0,55.55,0,NE,40.56359,-105.006562
CSU18054,FC-014,2022,30,7/25/2022,LC,L,Pipiens,50,0,55.55,0,NE,40.56359,-105.006562
CSU18056,FC-014,2022,30,7/25/2022,LC,L,Pipiens,50,0,55.55,0,NE,40.56359,-105.006562
CSU18057,FC-014,2022,30,7/25/2022,LC,L,Pipiens,50,0,55.55,0,NE,40.56359,-105.006562
CSU18058,FC-014,2022,30,7/25/2022,LC,L,Pipiens,43,0,55.55,0,NE,40.56359,-105.006562
CSU18104,FC-046,2022,30,7/26/2022,LC,L,Tarsalis,50,1,26.7723,0,SE,40.52983,-105.06484
CSU18067,LV-089,2022,30,7/26/2022,LC,L,Tarsalis,21,1,28.5007,0,LV,40.400251,-105.042395
CSU18109,FC-031,2022,30,7/26/2022,LC,L,Pipiens,5,0,31.66633,0,SE,40.50609,-105.03942
CSU18077,FC-075,2022,30,7/26/2022,LC,L,Pipiens,12,0,35.48718,0,SE,40.51138,-105.01987
CSU18105,FC-046,2022,30,7/26/2022,LC,L,Tarsalis,11,0,37.48384,0,SE,40.52983,-105.06484
CSU18059,LV-110,2022,30,7/26/2022,LC,L,Tarsalis,21,0,55.55,0,LV,40.400764,-105.122681
CSU18060,LV-110,2022,30,7/26/2022,LC,L,Pipiens,1,0,55.55,0,LV,40.400764,-105.122681
CSU18061,LV-089,2022,30,7/26/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.400251,-105.042395
CSU18062,LV-089,2022,30,7/26/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.400251,-105.042395
CSU18063,LV-089,2022,30,7/26/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.400251,-105.042395
CSU18064,LV-089,2022,30,7/26/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.400251,-105.042395
CSU18065,LV-089,2022,30,7/26/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.400251,-105.042395
CSU18066,LV-089,2022,30,7/26/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.400251,-105.042395
CSU18068,LV-089,2022,30,7/26/2022,LC,L,Pipiens,36,0,55.55,0,LV,40.400251,-105.042395
CSU18069,FC-039,2022,30,7/26/2022,LC,L,Tarsalis,11,0,55.55,0,SE,40.48081,-105.03934
CSU18070,FC-039,2022,30,7/26/2022,LC,L,Pipiens,2,0,55.55,0,SE,40.48081,-105.03934
CSU18071,FC-064,2022,30,7/26/2022,LC,L,Tarsalis,34,0,55.55,0,SE,40.49868,-105.0298
CSU18072,FC-064,2022,30,7/26/2022,LC,L,Pipiens,3,0,55.55,0,SE,40.49868,-105.0298
CSU18073,FC-053,2022,30,7/26/2022,LC,L,Tarsalis,23,0,55.55,0,SE,40.49942,-105.01183
CSU18074,FC-074,2022,30,7/26/2022,LC,L,Tarsalis,35,0,55.55,0,SE,40.51432,-105.00249
CSU18075,FC-074,2022,30,7/26/2022,LC,L,Pipiens,12,0,55.55,0,SE,40.51432,-105.00249
CSU18076,FC-075,2022,30,7/26/2022,LC,L,Tarsalis,20,0,55.55,0,SE,40.51138,-105.01987
CSU18078,LV-104,2022,30,7/26/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.396854,-105.020915
CSU18079,LV-104,2022,30,7/26/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.396854,-105.020915
CSU18080,LV-104,2022,30,7/26/2022,LC,L,Tarsalis,43,0,55.55,0,LV,40.396854,-105.020915
CSU18081,LV-104,2022,30,7/26/2022,LC,L,Pipiens,50,0,55.55,0,LV,40.396854,-105.020915
CSU18082,LV-104,2022,30,7/26/2022,LC,L,Pipiens,50,0,55.55,0,LV,40.396854,-105.020915
CSU18083,LV-104,2022,30,7/26/2022,LC,L,Pipiens,50,0,55.55,0,LV,40.396854,-105.020915
CSU18084,LV-104,2022,30,7/26/2022,LC,L,Pipiens,2,0,55.55,0,LV,40.396854,-105.020915
CSU18088,FC-004,2022,30,7/26/2022,LC,L,Tarsalis,50,0,55.55,0,SE,40.53486,-105.03733
CSU18089,FC-004,2022,30,7/26/2022,LC,L,Tarsalis,45,0,55.55,0,SE,40.53486,-105.03733
CSU18090,FC-004,2022,30,7/26/2022,LC,L,Pipiens,41,0,55.55,0,SE,40.53486,-105.03733
CSU18091,FC-059,2022,30,7/26/2022,LC,L,Tarsalis,50,0,55.55,0,SE,40.5426,-105.04604
CSU18092,FC-059,2022,30,7/26/2022,LC,L,Tarsalis,15,0,55.55,0,SE,40.5426,-105.04604
CSU18093,FC-059,2022,30,7/26/2022,LC,L,Pipiens,28,0,55.55,0,SE,40.5426,-105.04604
CSU18094,FC-023,2022,30,7/26/2022,LC,L,Tarsalis,8,0,55.55,0,SE,40.54466,-105.0641
CSU18095,FC-023,2022,30,7/26/2022,LC,L,Pipiens,1,0,55.55,0,SE,40.54466,-105.0641
CSU18096,FC-050,2022,30,7/26/2022,LC,L,Tarsalis,24,0,55.55,0,SE,40.52954,-105.05033
CSU18097,FC-050,2022,30,7/26/2022,LC,L,Pipiens,17,0,55.55,0,SE,40.52954,-105.05033
CSU18098,FC-047,2022,30,7/26/2022,LC,L,Tarsalis,37,0,55.55,0,SE,40.51551,-105.05292
CSU18099,FC-047,2022,30,7/26/2022,LC,L,Pipiens,1,0,55.55,0,SE,40.51551,-105.05292
CSU18100,FC-027,2022,30,7/26/2022,LC,L,Tarsalis,50,0,55.55,0,SE,40.54651,-105.03359
CSU18101,FC-027,2022,30,7/26/2022,LC,L,Tarsalis,24,0,55.55,0,SE,40.54651,-105.03359
CSU18102,FC-027,2022,30,7/26/2022,LC,L,Pipiens,33,0,55.55,0,SE,40.54651,-105.03359
CSU18103,FC-046,2022,30,7/26/2022,LC,L,Tarsalis,50,0,55.55,0,SE,40.52983,-105.06484
CSU18106,FC-046,2022,30,7/26/2022,LC,L,Pipiens,24,0,55.55,0,SE,40.52983,-105.06484
CSU18107,FC-031,2022,30,7/26/2022,LC,L,Tarsalis,50,0,55.55,0,SE,40.50609,-105.03942
CSU18108,FC-031,2022,30,7/26/2022,LC,L,Tarsalis,25,0,55.55,0,SE,40.50609,-105.03942
CSU18128,LV-020,2022,30,7/27/2022,LC,L,Tarsalis,50,1,22.74403,0,LV,40.373964,-105.11349
CSU18123,LC-054,2022,30,7/27/2022,LC,L,Pipiens,2,1,28.93056,0,BE,40.343955,-105.102766
CSU18119,FC-061,2022,30,7/27/2022,LC,L,Pipiens,6,0,32.69178,0,NW,40.5688,-105.09165
CSU18136,LC-053,2022,30,7/27/2022,LC,L,Tarsalis,48,0,33.15916,0,BE,40.320553,-105.094569
CSU18134,FC-063,2022,30,7/27/2022,LC,L,Tarsalis,18,0,34.56562,0,NW,40.56568,-105.10485
CSU18124,LC-001,2022,30,7/27/2022,LC,L,Tarsalis,31,0,35.3906,0,BE,40.302587,-105.084057
CSU18117,FC-041,2022,30,7/27/2022,LC,L,Pipiens,8,0,35.42271,0,NW,40.58794,-105.10486
CSU18126,LV-020,2022,30,7/27/2022,LC,L,Tarsalis,50,0,35.58785,0,LV,40.373964,-105.11349
CSU18110,FC-073,2022,30,7/27/2022,LC,L,Tarsalis,29,0,55.55,0,NW,40.58605,-105.08889
CSU18111,FC-073,2022,30,7/27/2022,LC,L,Pipiens,5,0,55.55,0,NW,40.58605,-105.08889
CSU18112,FC-052,2022,30,7/27/2022,LC,L,Tarsalis,4,0,55.55,0,NW,40.56163,-105.08703
CSU18113,FC-052,2022,30,7/27/2022,LC,L,Pipiens,6,0,55.55,0,NW,40.56163,-105.08703
CSU18115,FC-041,2022,30,7/27/2022,LC,L,Tarsalis,50,0,55.55,0,NW,40.58794,-105.10486
CSU18116,FC-041,2022,30,7/27/2022,LC,L,Tarsalis,12,0,55.55,0,NW,40.58794,-105.10486
CSU18118,FC-061,2022,30,7/27/2022,LC,L,Tarsalis,29,0,55.55,0,NW,40.5688,-105.09165
CSU18120,FC-011,2022,30,7/27/2022,LC,L,Tarsalis,17,0,55.55,0,NW,40.56948,-105.13603
CSU18121,FC-011,2022,30,7/27/2022,LC,L,Pipiens,23,0,55.55,0,NW,40.56948,-105.13603
CSU18122,LC-054,2022,30,7/27/2022,LC,L,Tarsalis,32,0,55.55,0,BE,40.343955,-105.102766
CSU18125,LC-001,2022,30,7/27/2022,LC,L,Pipiens,5,0,55.55,0,BE,40.302587,-105.084057
CSU18127,LV-020,2022,30,7/27/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.373964,-105.11349
CSU18129,LV-020,2022,30,7/27/2022,LC,L,Tarsalis,9,0,55.55,0,LV,40.373964,-105.11349
CSU18130,LV-020,2022,30,7/27/2022,LC,L,Pipiens,9,0,55.55,0,LV,40.373964,-105.11349
CSU18131,WC-055,2022,30,7/27/2022,LC,L,Tarsalis,12,0,55.55,0,BE,40.28918345,-104.9915449
CSU18132,LC-049,2022,30,7/27/2022,LC,L,Tarsalis,24,0,55.55,0,BE,40.312995,-105.078728
CSU18133,LC-049,2022,30,7/27/2022,LC,L,Pipiens,3,0,55.55,0,BE,40.312995,-105.078728
CSU18135,FC-063,2022,30,7/27/2022,LC,L,Pipiens,3,0,55.55,0,NW,40.56568,-105.10485
CSU18137,LC-053,2022,30,7/27/2022,LC,L,Pipiens,2,0,55.55,0,BE,40.320553,-105.094569
CSU18139,FC-015,2022,30,7/27/2022,LC,L,Tarsalis,10,0,55.55,0,NW,40.5598,-105.12409
CSU18140,FC-015,2022,30,7/27/2022,LC,L,Pipiens,1,0,55.55,0,NW,40.5598,-105.12409
CSU18141,FC-058,2022,30,7/27/2022,LC,L,Tarsalis,5,0,55.55,0,SW,40.54884,-105.12533
CSU18142,FC-049,2022,30,7/27/2022,LC,L,Tarsalis,26,0,55.55,0,NW,40.57324,-105.13949
CSU18143,FC-049,2022,30,7/27/2022,LC,L,Pipiens,5,0,55.55,0,NW,40.57324,-105.13949
CSU18160,FC-029,2022,30,7/28/2022,LC,L,Tarsalis,48,0,38.44712,0,SE,40.51011,-105.06935
CSU18144,FC-057,2022,30,7/28/2022,LC,L,Tarsalis,16,0,55.55,0,SW,40.48439,-105.10524
CSU18145,FC-057,2022,30,7/28/2022,LC,L,Pipiens,1,0,55.55,0,SW,40.48439,-105.10524
CSU18146,FC-071,2022,30,7/28/2022,LC,L,Tarsalis,6,0,55.55,0,SW,40.52733,-105.10821
CSU18147,FC-071,2022,30,7/28/2022,LC,L,Pipiens,2,0,55.55,0,SW,40.52733,-105.10821
CSU18148,FC-062,2022,30,7/28/2022,LC,L,Tarsalis,10,0,55.55,0,SW,40.54278,-105.08741
CSU18149,FC-062,2022,30,7/28/2022,LC,L,Pipiens,4,0,55.55,0,SW,40.54278,-105.08741
CSU18150,FC-093,2022,30,7/28/2022,LC,L,Tarsalis,50,0,55.55,0,SW,40.53186,-105.08825
CSU18151,FC-093,2022,30,7/28/2022,LC,L,Tarsalis,5,0,55.55,0,SW,40.53186,-105.08825
CSU18152,FC-093,2022,30,7/28/2022,LC,L,Pipiens,2,0,55.55,0,SW,40.53186,-105.08825
CSU18154,FC-068,2022,30,7/28/2022,LC,L,Tarsalis,15,0,55.55,0,SW,40.516,-105.08547
CSU18155,FC-054,2022,30,7/28/2022,LC,L,Tarsalis,38,0,55.55,0,SE,40.49998,-105.0632
CSU18156,FC-054,2022,30,7/28/2022,LC,L,Pipiens,3,0,55.55,0,SE,40.49998,-105.0632
CSU18157,FC-037,2022,30,7/28/2022,LC,L,Tarsalis,50,0,55.55,0,SW,40.51668,-105.09808
CSU18158,FC-037,2022,30,7/28/2022,LC,L,Tarsalis,26,0,55.55,0,SW,40.51668,-105.09808
CSU18159,FC-037,2022,30,7/28/2022,LC,L,Pipiens,11,0,55.55,0,SW,40.51668,-105.09808
CSU18161,FC-029,2022,30,7/28/2022,LC,L,Pipiens,2,0,55.55,0,SE,40.51011,-105.06935
CSU18165,LV-069,2022,31,8/1/2022,LC,L,Tarsalis,37,1,21.1923,0,LV,40.428924,-105.058221
CSU18167,LV-095,2022,31,8/1/2022,LC,L,Tarsalis,50,1,26.73317,0,LV,40.444118,-105.022166
CSU18201,FC-067,2022,31,8/1/2022,LC,L,Tarsalis,30,0,37.69301,0,NE,40.57881,-105.05592
CSU18174,FC-034,2022,31,8/1/2022,LC,L,Tarsalis,50,0,37.8596,0,NE,40.62556,-105.05009
CSU18190,FC-006,2022,31,8/1/2022,LC,L,Pipiens,12,0,38.0212,0,NE,40.592328,-105.066295
CSU18164,LV-069,2022,31,8/1/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.428924,-105.058221
CSU18166,LV-069,2022,31,8/1/2022,LC,L,Pipiens,2,0,55.55,0,LV,40.428924,-105.058221
CSU18168,LV-095,2022,31,8/1/2022,LC,L,Tarsalis,39,0,55.55,0,LV,40.444118,-105.022166
CSU18169,LV-095,2022,31,8/1/2022,LC,L,Pipiens,9,0,55.55,0,LV,40.444118,-105.022166
CSU18170,FC-038,2022,31,8/1/2022,LC,L,Tarsalis,23,0,55.55,0,NE,40.59911,-105.00623
CSU18171,FC-038,2022,31,8/1/2022,LC,L,Pipiens,2,0,55.55,0,NE,40.59911,-105.00623
CSU18172,FC-069,2022,31,8/1/2022,LC,L,Tarsalis,32,0,55.55,0,NE,40.61438,-105.0527
CSU18173,FC-069,2022,31,8/1/2022,LC,L,Pipiens,7,0,55.55,0,NE,40.61438,-105.0527
CSU18175,FC-034,2022,31,8/1/2022,LC,L,Tarsalis,21,0,55.55,0,NE,40.62556,-105.05009
CSU18176,FC-034,2022,31,8/1/2022,LC,L,Pipiens,2,0,55.55,0,NE,40.62556,-105.05009
CSU18180,FC-036,2022,31,8/1/2022,LC,L,Tarsalis,13,0,55.55,0,NW,40.600766,-105.079837
CSU18181,FC-036,2022,31,8/1/2022,LC,L,Pipiens,4,0,55.55,0,NW,40.600766,-105.079837
CSU18182,FC-040,2022,31,8/1/2022,LC,L,Tarsalis,47,0,55.55,0,NE,40.60326,-105.06554
CSU18183,FC-040,2022,31,8/1/2022,LC,L,Pipiens,50,0,55.55,0,NE,40.60326,-105.06554
CSU18184,FC-040,2022,31,8/1/2022,LC,L,Pipiens,8,0,55.55,0,NE,40.60326,-105.06554
CSU18189,FC-006,2022,31,8/1/2022,LC,L,Tarsalis,45,0,55.55,0,NE,40.592328,-105.066295
CSU18191,FC-072,2022,31,8/1/2022,LC,L,Tarsalis,50,0,55.55,0,NE,40.56953,-105.07117
CSU18192,FC-072,2022,31,8/1/2022,LC,L,Tarsalis,50,0,55.55,0,NE,40.56953,-105.07117
CSU18193,FC-072,2022,31,8/1/2022,LC,L,Pipiens,10,0,55.55,0,NE,40.56953,-105.07117
CSU18194,FC-019,2022,31,8/1/2022,LC,L,Tarsalis,44,0,55.55,0,NE,40.565586,-105.05203
CSU18195,FC-019,2022,31,8/1/2022,LC,L,Pipiens,16,0,55.55,0,NE,40.565586,-105.05203
CSU18198,FC-067,2022,31,8/1/2022,LC,L,Tarsalis,50,0,55.55,0,NE,40.57881,-105.05592
CSU18199,FC-067,2022,31,8/1/2022,LC,L,Tarsalis,50,0,55.55,0,NE,40.57881,-105.05592
CSU18200,FC-067,2022,31,8/1/2022,LC,L,Tarsalis,50,0,55.55,0,NE,40.57881,-105.05592
CSU18202,FC-067,2022,31,8/1/2022,LC,L,Pipiens,47,0,55.55,0,NE,40.57881,-105.05592
CSU18203,FC-066,2022,31,8/1/2022,LC,L,Tarsalis,22,0,55.55,0,NE,40.55873,-105.02318
CSU18212,FC-014,2022,31,8/1/2022,LC,L,Pipiens,42,0,55.55,0,NE,40.56359,-105.006562
CSU18240,FC-074,2022,31,8/2/2022,LC,L,Pipiens,14,1,19.25118,0,SE,40.51432,-105.00249
CSU18224,LV-110,2022,31,8/2/2022,LC,L,Tarsalis,47,1,19.78884,0,LV,40.400764,-105.122681
CSU18258,FC-050,2022,31,8/2/2022,LC,L,Pipiens,50,1,20.54836,0,SE,40.52954,-105.05033
CSU18232,FC-064,2022,31,8/2/2022,LC,L,Tarsalis,42,1,20.8325,0,SE,40.49868,-105.0298
CSU18220,LV-089,2022,31,8/2/2022,LC,L,Tarsalis,50,1,21.19548,0,LV,40.400251,-105.042395
CSU18217,LV-089,2022,31,8/2/2022,LC,L,Tarsalis,50,1,22.23373,0,LV,40.400251,-105.042395
CSU18231,LV-104,2022,31,8/2/2022,LC,L,Pipiens,27,1,22.47931,0,LV,40.396854,-105.020915
CSU18267,FC-046,2022,31,8/2/2022,LC,L,Pipiens,15,1,32.99867,0,SE,40.52983,-105.06484
CSU18248,FC-023,2022,31,8/2/2022,LC,L,Tarsalis,6,0,38.56477,0,SE,40.54466,-105.0641
CSU18214,FC-029,2022,31,8/2/2022,LC,L,Tarsalis,21,0,55.55,0,SE,40.51011,-105.06935
CSU18215,FC-029,2022,31,8/2/2022,LC,L,Pipiens,12,0,55.55,0,SE,40.51011,-105.06935
CSU18216,FC-054,2022,31,8/2/2022,LC,L,Tarsalis,6,0,55.55,0,SE,40.49998,-105.0632
CSU18218,LV-089,2022,31,8/2/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.400251,-105.042395
CSU18219,LV-089,2022,31,8/2/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.400251,-105.042395
CSU18221,LV-089,2022,31,8/2/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.400251,-105.042395
CSU18222,LV-089,2022,31,8/2/2022,LC,L,Tarsalis,36,0,55.55,0,LV,40.400251,-105.042395
CSU18223,LV-089,2022,31,8/2/2022,LC,L,Pipiens,17,0,55.55,0,LV,40.400251,-105.042395
CSU18225,FC-039,2022,31,8/2/2022,LC,L,Tarsalis,20,0,55.55,0,SE,40.48081,-105.03934
CSU18226,LV-104,2022,31,8/2/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.396854,-105.020915
CSU18227,LV-104,2022,31,8/2/2022,LC,L,Tarsalis,50,0,55.55,0,LV,40.396854,-105.020915
